id,village,village_slug,title,url,status,min_price,occupancy_30,occupancy_30_unavailable,occupancy_30_total,pool,jacuzzi,own,features,properties,geo_lat,geo_lng,discounts
3240445,سیدکلا,seydkola,کلبه سوئیسی با وان جکوزی در بابلکنار - سیدکلا,https://www.jajiga.com/room/3240445,active,2500000,30,9,30,0,1,False,barbecue|bathroom|cooler|electricity|essentials|fireextingu|firstaidkit|foosball|furniture|heating|islamictoilet|jacuzzi|janitor|kitchen|parking|refrigerator|safetycard|stave|toilet|tv|vacuumcleaner|water,حیاط دار|مهمان نواز,36.3163,52.791,"[{""percent"": 10, ""type"": ""duration"", ""min_nights"": 10}]"
3293951,سیدکلا,seydkola,کلبه سوئیسی در بابلکنار - سیدکلا,https://www.jajiga.com/room/3293951,active,2500000,0,0,30,0,0,False,barbecue|bathroom|cooler|electricity|essentials|fireextingu|furniture|heating|islamictoilet|janitor|kitchen|parking|refrigerator|stave|table|toilet|tv|vacuumcleaner|water,مهمان نواز,36.3093,52.7912,"[{""percent"": 10, ""type"": ""duration"", ""min_nights"": 3}, {""percent"": 20, ""type"": ""duration"", ""min_nights"": 10}]"
3149747,سیدکلا,seydkola,کلبه دوبلکس در سیدکلا بابلکنار,https://www.jajiga.com/room/3149747,active,2500000,33,10,30,0,0,False,barbecue|bathroom|cooler|electricity|essentials|fireextingu|firstaidkit|food|heating|islamictoilet|janitor|kitchen|parking|refrigerator|table|toilet|tv|water,خوش غذا|خوش منظره,36.3136,52.783,"[{""percent"": 10, ""type"": ""duration"", ""min_nights"": 3}, {""percent"": 20, ""type"": ""duration"", ""min_nights"": 20}]"
3299045,سیدکلا,seydkola,ویلا با جکوزی در بابلکنار - سیدکلا,https://www.jajiga.com/room/3299045,active,2500000,13,4,30,0,1,False,barbecue|bathroom|drawer|electricity|essentials|food|furniture|heating|islamictoilet|jacuzzi|janitor|kitchen|parking|refrigerator|stave|table|toilet|tv|vacuumcleaner|water,,36.3154,52.7953,"[{""percent"": 10, ""type"": ""duration"", ""min_nights"": 5}, {""percent"": 10, ""type"": ""duration"", ""min_nights"": 10}]"
3227770,سیدکلا,seydkola,خانه روستایی در بابلکنار - سیدکلا,https://www.jajiga.com/room/3227770,active,2500000,47,14,30,0,0,False,barbecue|bathroom|cooler|electricity|essentials|furniture|heating|islamictoilet|janitor|kitchen|parking|refrigerator|stave|table|toilet|tv|vacuumcleaner|water,حیاط دار|مهمان نواز,36.3174,52.7813,"[{""percent"": 10, ""type"": ""duration"", ""min_nights"": 3}, {""percent"": 20, ""type"": ""duration"", ""min_nights"": 7}]"
3230216,سیدکلا,seydkola,ویلا دوبلکس با جکوزی,https://www.jajiga.com/room/3230216,fetch_failed,2500000,0,0,30,0,1,False,,,,,[]
3190552,سیدکلا,seydkola,اجاره کلبه چوبی در سوادکوه - سیدکلا,https://www.jajiga.com/room/3190552,active,2600000,57,17,30,0,0,False,barbecue|bathroom|cooler|drawer|electricity|essentials|firstaidkit|furniture|hairdryer|heating|iron|islamictoilet|janitor|kitchen|microwave|parking|refrigerator|stave|table|toilet|tv|water,جذاب|مهمان نواز,36.3173,52.7811,[]
3294040,سیدکلا,seydkola,ویلا با چشم انداز زیبا در بابلکنار - سیدکلا,https://www.jajiga.com/room/3294040,active,3000000,0,0,30,0,0,False,barbecue|bathroom|cooler|drawer|electricity|essentials|firealarm|fireextingu|firstaidkit|furniture|hairdryer|heating|islamictoilet|janitor|kitchen|parking|refrigerator|safetycard|stave|tv|vacuumcleaner|water,خوش منظره|مهمان نواز|حیاط دار,36.3085,52.7949,"[{""percent"": 10, ""type"": ""duration"", ""min_nights"": 3}, {""percent"": 20, ""type"": ""duration"", ""min_nights"": 10}]"
3302232,سیدکلا,seydkola,ویلا دوبلکس,https://www.jajiga.com/room/3302232,fetch_failed,3000000,13,4,30,0,0,False,,,,,[]
3225446,سیدکلا,seydkola,کلبه سوئیسی با جکوزی در بابلکنار - سیدکلا,https://www.jajiga.com/room/3225446,active,3700000,10,3,30,0,1,False,bathroom|cooler|electricity|essentials|fireextingu|firstaidkit|furniture|heating|islamictoilet|jacuzzi|janitor|kitchen|parking|refrigerator|stave|table|toilet|tv|vacuumcleaner|water,مهمان نواز,36.3166,52.7903,[]
